default,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_X2,EDUCATION_X1,EDUCATION_X2,EDUCATION_X3,EDUCATION_X4,EDUCATION_X5,EDUCATION_X6,MARRIAGE_X1,MARRIAGE_X2,MARRIAGE_X3
0,2e5,25,-1,-1,-2,-2,-2,-2,776,0,0,151,0,0,0,0,151,0,0,0,1,1,0,0,0,0,0,1,0,0
0,18e4,26,-1,2,-1,2,2,-2,1728,1539,2703,1650,0,0,0,2703,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,12e4,24,0,0,0,0,0,0,56324,28542,13590,11501,10151,11171,3e3,5007,3200,2e3,3e3,0,1,0,1,0,0,0,0,1,0,0
0,9e4,26,0,0,0,0,0,0,91564,43201,42219,1769,2269,3269,3e3,3e3,1e3,500,1e3,86500,1,0,0,1,0,0,0,0,1,0
0,27e4,27,-1,-1,2,2,-1,-1,9112,6035,3687,0,887,690,6035,0,0,887,690,6331,1,1,0,0,0,0,0,0,1,0
0,7e4,27,0,0,0,0,0,0,70844,64697,65455,66247,65230,66685,3e3,2400,3e3,2400,2500,2500,1,1,0,0,0,0,0,0,1,0
0,14e4,27,0,0,0,0,0,0,125792,126771,132730,124689,105447,106704,5e3,1e4,5e3,5e3,5e3,5e3,1,0,1,0,0,0,0,1,0,0
1,5e4,22,0,0,0,0,0,0,34250,34833,35625,36754,16943,16234,1550,1750,2270,603,713,1e3,1,0,1,0,0,0,0,1,0,0
0,8e4,23,0,0,0,0,0,0,74464,69584,66342,60514,48965,29648,3117,2519,1838,1434,1015,1505,1,1,0,0,0,0,0,0,1,0
1,14e4,24,0,0,0,0,0,0,135432,136312,131559,111859,98815,97443,6500,4733,4015,4e3,4e3,3800,1,0,1,0,0,0,0,0,1,0
0,5e4,24,1,2,3,2,2,2,16455,17885,18305,18708,19105,19653,2e3,1e3,1e3,1e3,1e3,1e3,1,0,1,0,0,0,0,0,1,0
0,27e4,26,0,0,0,0,0,-1,22804,11496,12273,12014,10597,31182,1496,2273,2014,597,31182,82615,1,0,1,0,0,0,0,1,0,0
1,7e4,27,0,0,0,0,0,0,69762,68914,69252,70415,69212,70514,2450,2600,2700,2500,2800,2500,1,0,1,0,0,0,0,1,0,0
0,2e5,25,0,0,0,-1,0,0,11740,7221,1341,25068,52486,45047,2012,1025,32994,37042,2004,2502,1,1,0,0,0,0,0,0,1,0
1,17e4,25,0,0,0,0,0,0,26151,24019,26013,24471,23496,25333,3e3,5e3,2e3,2e3,5e3,895,1,0,1,0,0,0,0,0,1,0
0,42e4,25,0,0,0,0,0,0,23191,24541,24813,25893,26397,26557,2267,2034,1500,1467,1267,1767,1,0,1,0,0,0,0,0,1,0
1,5e4,26,2,0,0,2,2,2,25875,27132,29695,30908,30112,32123,2e3,3e3,2e3,0,2500,0,1,1,0,0,0,0,0,0,1,0
0,27e4,27,-1,-1,-1,0,0,0,1390,363,14770,14367,14388,47441,363,14841,1200,1288,41437,1335,1,1,0,0,0,0,0,0,1,0
0,8e4,27,0,0,0,0,0,0,81787,77845,60159,54151,45108,44490,2600,3009,2200,2e3,2e3,2832,1,0,0,0,0,1,0,0,1,0
1,13e4,26,0,0,0,0,-1,0,130318,131351,131352,121931,61755,61453,4700,5108,3860,82367,3041,2e3,1,0,1,0,0,0,0,0,1,0
0,18e4,27,0,0,0,0,0,0,173098,172494,172060,166204,145146,142961,8e3,8100,8e3,5600,5500,15e3,1,0,1,0,0,0,0,0,1,0
0,15e4,26,0,0,0,0,0,0,21081,7985,7315,11295,10413,16745,2200,2500,6023,5e3,6745,2155,1,0,0,1,0,0,0,0,1,0
0,36e4,26,-2,-2,-2,-2,-2,-2,1517,2742,2317,2482,1415,2095,2749,2322,2482,1417,2095,3228,1,1,0,0,0,0,0,1,0,0
0,2e5,27,0,0,0,0,0,0,201202,202252,195276,167209,144232,137271,15200,9600,9503,5148,4968,4930,1,1,0,0,0,0,0,0,1,0
0,15e4,27,0,-1,0,-1,-1,-1,8e3,13024,9809,8e3,800,1072,13024,3e3,8100,800,2524,24902,1,1,0,0,0,0,0,0,1,0
1,9e4,25,0,0,0,0,0,2,65924,58210,60050,61448,73852,72551,3e3,2771,3e3,13500,0,3e3,1,0,1,0,0,0,0,0,1,0
0,6e4,26,1,2,0,0,-2,-2,47963,36871,3800,0,0,0,0,1038,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,8e4,26,-1,-1,-1,-1,-2,-1,4620,2991,1441,1608,1453,4287,2991,1500,1608,1453,4287,6e3,1,1,0,0,0,0,0,0,1,0
0,16e4,26,0,0,2,0,0,0,13122,14011,12276,7457,7267,5529,4e3,1e3,2e3,2e3,2e3,500,1,1,0,0,0,0,0,0,1,0
0,13e4,27,1,-2,-1,2,2,-1,0,0,98,98,98,2500,0,98,0,0,2500,0,1,1,0,0,0,0,0,0,1,0
0,7e4,26,0,0,0,0,0,0,70251,29481,8948,9006,10570,11421,2e3,1200,1500,2e3,1e3,2e3,1,0,0,1,0,0,0,0,1,0
0,17e4,24,-1,-1,-1,-1,0,-1,1471,6040,1471,3398,1929,11966,6040,1471,3398,2,11966,10051,1,0,1,0,0,0,0,0,1,0
0,1e5,25,0,0,-1,0,0,0,7565,460,98796,52079,40183,35796,28,103350,1722,1100,1300,2e3,1,1,0,0,0,0,0,1,0,0
0,6e4,23,0,0,0,0,0,0,56397,57112,58057,59006,39578,38973,2039,2250,2060,1506,1500,1500,1,0,1,0,0,0,0,0,1,0
0,29e4,25,0,0,0,0,0,0,140615,142201,145676,144305,140375,142119,7003,7037,7019,6005,6006,6011,1,0,1,0,0,0,0,0,1,0
0,5e4,26,1,-1,2,2,-2,-2,0,1e3,2e3,0,0,0,1e3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,12e4,24,0,0,0,0,-1,-1,3377,4644,8528,8200,3488,1161,2500,5e3,1e3,3488,1161,5036,1,1,0,0,0,0,0,0,1,0
0,19e4,26,0,0,2,0,0,0,115608,138097,130898,130950,115342,115657,26500,0,7e3,4550,4600,4170,1,0,1,0,0,0,0,0,1,0
0,3e4,22,2,-1,-1,-1,-1,-1,174,1995,3530,0,5960,0,1995,3530,0,5960,0,1778,1,0,1,0,0,0,0,0,1,0
0,16e4,26,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,1,0,0,1,0,0,0,0,1,0
0,23e4,26,1,-1,2,-1,-1,-1,0,500,500,624,1090,2952,500,0,624,1090,2952,1505,1,0,0,0,1,0,0,0,1,0
0,13e4,27,0,0,0,0,0,0,124769,127966,119008,46659,47588,47698,5400,3941,1742,1671,1712,1730,1,0,0,1,0,0,0,0,1,0
1,23e4,28,2,0,0,0,0,0,101347,95956,87294,85336,81640,82462,4179,4231,4061,2846,2800,2909,1,1,0,0,0,0,0,0,1,0
0,9e4,25,0,0,0,0,0,0,33336,39009,47657,52372,52112,56257,1e4,1e4,6e3,1570,5e3,1363,1,1,0,0,0,0,0,0,1,0
0,3e5,26,0,0,0,0,0,0,63425,50294,38235,29944,26259,26288,3005,2691,2400,1e3,1e3,859,1,0,1,0,0,0,0,0,1,0
1,11e4,25,0,0,0,0,0,0,52059,49709,8504,7277,7774,8261,1150,1330,2500,1e3,1e3,1e3,1,0,1,0,0,0,0,0,1,0
1,18e4,26,0,0,0,0,0,0,3739,4889,7768,7156,6956,29402,3889,4739,2289,4289,26735,3972,1,0,1,0,0,0,0,0,1,0
1,7e4,26,1,2,2,2,2,2,52204,53250,53799,52330,55666,56839,2500,1983,0,4206,2200,0,1,1,0,0,0,0,0,0,1,0
0,18e4,27,0,0,0,0,0,0,117703,116372,115445,112938,109306,104106,4171,4200,4e3,3789,3959,3300,1,0,1,0,0,0,0,1,0,0
0,3e4,27,0,0,2,0,0,0,27347,31402,30047,30869,29403,29831,5500,0,3e3,998,3e3,3e3,1,0,1,0,0,0,0,1,0,0
0,23e4,25,0,-1,2,0,0,0,14330,222761,197630,172058,174123,178052,232557,0,7556,6219,6721,7074,1,0,1,0,0,0,0,0,1,0
0,18e4,27,1,-1,-1,-1,-1,-1,0,376,0,390,698,636,376,0,390,698,636,456,1,0,1,0,0,0,0,1,0,0
0,15e4,27,0,0,0,0,0,0,61162,50928,47542,46644,31595,24473,3e3,5e3,5065,5e3,2e3,5e3,1,0,1,0,0,0,0,0,1,0
0,4e4,27,0,0,0,0,0,0,30923,26175,27251,29397,19650,23202,5e3,1522,1e4,1e4,15e3,841,1,1,0,0,0,0,0,0,1,0
1,4e4,27,0,0,0,2,2,2,37005,38084,41156,39986,40465,36745,2e3,4e3,0,1e3,0,0,1,1,0,0,0,0,0,0,1,0
1,12e4,27,2,2,2,2,0,0,113354,115503,121861,117485,118381,115604,6200,10900,0,5e3,4800,4505,1,0,1,0,0,0,0,0,1,0
0,8e4,27,-1,-1,-1,-1,-2,-2,494,329,4724,0,1054,0,329,4750,0,1054,0,4252,1,1,0,0,0,0,0,1,0,0
0,42e4,27,-1,-1,-1,-1,0,0,15629,5402,1237,24712,11912,12647,5402,1237,24712,0,2647,22019,1,1,0,0,0,0,0,0,1,0
0,9e4,27,0,0,0,0,0,0,73849,70549,49858,43303,29888,24973,2900,2012,1603,1208,1e3,707,1,0,1,0,0,0,0,1,0,0
0,33e4,27,-2,-2,-2,-2,-2,-1,0,0,0,0,0,2234,0,0,0,0,2234,1e3,1,0,1,0,0,0,0,1,0,0
0,26e4,27,0,0,0,0,0,0,71865,75459,77240,78856,80350,84040,5e3,3e3,3e3,3e3,5e3,5e3,1,0,1,0,0,0,0,1,0,0
0,2e5,27,-1,-1,-1,-1,-1,-1,1126,390,390,390,540,770,390,390,390,540,770,13993,1,0,1,0,0,0,0,0,1,0
0,3e4,23,0,0,0,0,2,0,19769,24285,26143,26929,19610,20591,5896,3002,2130,2,3004,8013,1,0,1,0,0,0,0,0,1,0
0,3e5,24,0,0,0,0,0,0,16463,11537,9265,7263,14145,11535,1500,1500,1500,9433,2e3,3e3,1,0,1,0,0,0,0,0,1,0
0,13e4,24,0,0,2,0,-1,-1,16078,16055,13371,4405,1292,390,4176,0,1e3,1292,390,2165,1,1,0,0,0,0,0,0,1,0
0,3e4,22,-1,0,-1,-1,-1,-1,2293,3158,5547,3312,3145,3022,1009,5572,3321,3154,3031,3339,1,0,1,0,0,0,0,0,1,0
1,3e4,23,1,2,2,2,2,2,11174,11989,12997,12491,13374,13017,1300,1500,0,1090,0,2e3,1,0,1,0,0,0,0,0,1,0
0,13e4,23,0,0,0,0,0,0,102087,101079,93977,94427,89041,89833,4500,4363,3300,3178,3178,3424,1,1,0,0,0,0,0,0,1,0
0,19e4,28,0,0,0,0,0,2,188370,188550,187521,190448,195492,190598,8700,8500,9270,14100,0,7200,1,0,1,0,0,0,0,0,1,0
1,23e4,23,3,2,2,-1,-1,-2,1090,490,0,878,0,0,0,0,878,0,0,0,1,0,1,0,0,0,0,0,1,0
0,5e4,24,-1,0,-1,2,2,-2,18625,19956,5177,2071,0,0,2071,5191,6,0,0,10450,1,0,1,0,0,0,0,0,1,0
0,7e4,24,0,0,0,0,0,0,8193,7569,8127,8838,8736,10753,1122,2127,2e3,1736,2753,2177,1,0,1,0,0,0,0,1,0,0
1,6e4,24,0,-1,0,0,-1,-1,47386,4807,3434,2386,2837,3358,4807,1048,1e3,2837,3358,5093,1,1,0,0,0,0,0,0,1,0
0,11e4,26,0,0,0,0,0,0,108001,90128,92103,87049,66820,65823,3500,3500,3e3,2342,2390,3e3,1,0,1,0,0,0,0,1,0,0
0,21e4,29,-2,-2,-2,-2,-2,-2,10692,-3,-3,-3,650,1850,0,0,0,653,1859,1411,1,1,0,0,0,0,0,0,1,0
0,12e4,29,0,0,0,0,0,0,3706,101833,103108,100953,83739,51424,1e5,5369,4014,1e3,1e3,1e3,1,1,0,0,0,0,0,0,1,0
0,13e4,27,0,0,0,0,0,0,131041,133792,127622,129795,122416,124653,6500,5e3,5e3,5e3,5e3,5e3,1,0,0,0,0,1,0,1,0,0
0,17e4,27,0,0,0,0,0,2,168858,171530,164509,128279,139968,127502,7e3,6500,8e3,15462,2163,4300,1,0,1,0,0,0,0,0,1,0
0,17e4,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,29e4,27,0,0,0,0,0,0,240506,235475,240584,212024,216379,209440,8601,9300,8e3,7612,8015,7008,1,0,1,0,0,0,0,0,1,0
0,7e4,27,-1,-1,-1,-1,-1,-1,157,157,157,157,157,307,157,157,157,157,307,507,1,1,0,0,0,0,0,0,1,0
1,9e4,27,0,0,2,0,0,0,97973,100442,89242,82784,53609,49048,12500,2,5085,5e3,3e3,1004,1,0,1,0,0,0,0,0,1,0
0,8e4,27,0,0,0,-1,-1,-1,52934,54217,52394,2131,744,758,3e3,1064,2500,1e3,1e3,1e3,1,0,1,0,0,0,0,0,1,0
0,13e4,27,-1,-1,-1,-1,-1,-1,3363,8305,15253,7338,3666,7856,8319,15253,7338,3669,7856,7836,1,1,0,0,0,0,0,1,0,0
1,2e5,27,-2,-2,-2,-2,-2,-2,4257,3690,4460,3190,5238,950,3690,4460,3190,5238,950,250,1,1,0,0,0,0,0,0,1,0
0,2e5,27,-1,-1,-1,0,-1,-1,13285,2150,14122,27413,35377,29922,2155,14122,23007,7212,29922,37790,1,0,1,0,0,0,0,0,1,0
1,12e4,27,1,-2,-1,-1,-2,-2,0,0,2382,0,0,0,0,2382,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,34e4,28,0,0,0,0,0,0,1830,4777,7681,12519,15299,15905,3e3,3e3,5e3,3e3,1e3,1e4,1,0,0,1,0,0,0,0,1,0
1,15e4,28,-1,2,-1,2,0,-1,1040,148,9173,296,148,446,0,9173,0,0,446,0,1,1,0,0,0,0,0,0,1,0
0,2e5,28,0,0,0,0,0,0,52935,51971,51341,49090,50009,51076,2500,2200,2500,3500,3e3,3e3,1,1,0,0,0,0,0,0,1,0
1,5e4,28,0,0,2,2,0,0,43165,49091,50453,49037,28589,29392,6987,2433,0,1145,3167,0,1,0,0,1,0,0,0,1,0,0
1,17e4,27,-2,-2,-2,-2,-2,-2,106,18719,3e4,0,0,1532,18719,3e4,0,0,1532,0,1,1,0,0,0,0,0,0,1,0
0,28e4,27,0,0,2,2,2,2,109392,128447,131053,132418,134038,136939,21e3,6150,5e3,5300,5200,5250,1,0,1,0,0,0,0,1,0,0
0,12e4,27,-1,-1,-1,2,-1,-1,1184,1066,5079,2528,4007,7457,1066,5079,0,4007,7457,2819,1,0,1,0,0,0,0,0,1,0
0,28e4,27,-1,-1,-1,-1,-1,-1,6585,4308,0,1265,1627,204,4308,0,1265,1638,204,3908,1,1,0,0,0,0,0,0,1,0
1,5e4,27,0,0,0,0,0,0,47254,43583,35245,27520,25928,26470,1720,3100,1723,1100,1111,1200,1,0,1,0,0,0,0,1,0,0
1,5e4,28,3,2,2,7,7,7,2350,2400,2400,2400,2400,2400,50,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,15e4,27,-1,-1,-1,-1,0,0,1518,1798,5699,4644,70337,67902,1798,5699,4644,70331,3e3,3e3,1,0,1,0,0,0,0,0,1,0
0,5e5,28,0,0,0,0,0,0,93625,101723,95390,102203,47388,73230,11723,15390,12239,6e3,3e4,6e3,1,1,0,0,0,0,0,0,1,0
0,3e5,28,0,0,0,0,0,0,327724,325970,325020,319750,265136,262378,11250,11877,10487,7831,8092,7634,1,0,1,0,0,0,0,0,1,0
0,8e4,24,0,0,2,2,2,2,70411,75874,76710,74792,79636,77757,6657,2629,0,6e3,0,3e3,1,0,1,0,0,0,0,0,1,0
1,2e4,23,2,2,0,0,0,0,12492,11995,13324,14029,14308,14625,0,1528,1233,512,547,3880,1,0,1,0,0,0,0,0,1,0
0,5e4,24,0,0,0,0,0,0,26735,26994,28331,27138,26499,27301,1500,1798,1605,966,1247,1500,1,0,1,0,0,0,0,0,1,0
1,7e4,25,2,0,0,0,0,0,46526,47820,48750,49936,51102,52276,2070,2e3,2e3,2e3,2e3,2100,1,0,1,0,0,0,0,0,1,0
0,17e4,24,0,0,0,0,0,0,169398,143539,125642,48926,23381,24492,5679,6642,8926,3381,4e3,2983,1,0,1,0,0,0,0,0,1,0
0,8e4,25,2,2,2,0,0,0,77096,83189,81308,81847,81077,79885,8e3,0,2800,3e3,3390,7950,1,0,1,0,0,0,0,0,1,0
0,31e4,27,0,0,0,0,0,0,122127,110388,119365,113435,140988,145161,1e4,10124,2e4,30125,30137,20171,1,0,1,0,0,0,0,0,1,0
0,2e4,27,0,0,0,0,0,0,18833,19404,18699,19324,16234,16609,1290,2e3,2e3,1e3,1e3,3e3,1,0,1,0,0,0,0,0,1,0
1,23e4,27,-1,2,-1,-1,0,-1,6155,5650,3004,4200,1400,4222,500,3004,4200,0,4222,4649,1,0,0,1,0,0,0,0,1,0
0,3e4,28,-1,-1,-1,-1,-1,2,8432,25460,557,1299,600,450,25460,1e3,1306,600,0,11961,1,0,0,1,0,0,0,0,1,0
1,3e5,28,0,0,2,2,2,2,275855,286812,280337,318248,316147,303666,15e3,7e3,5e4,12e3,0,13e3,1,0,1,0,0,0,0,0,1,0
0,5e5,29,-1,-1,-1,-1,0,0,16090,36635,75434,928,56705,81334,37039,78079,1708,25e3,106260,2e4,1,1,0,0,0,0,0,0,1,0
0,17e4,29,1,-1,-1,-1,-2,-2,0,6390,1690,0,0,0,6390,1690,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,5e5,29,0,0,0,0,0,0,33107,34773,35426,28479,15729,7905,7e3,6664,1500,501,5e3,3e3,1,1,0,0,0,0,0,0,1,0
0,15e4,29,-1,2,-1,-1,0,0,2599,1530,390,1366,780,0,0,390,1366,0,0,431,1,1,0,0,0,0,0,0,1,0
0,1e5,29,0,0,0,0,-1,0,47107,60800,68095,64339,15522,51336,18e3,1e4,2635,15522,41136,2e3,1,0,1,0,0,0,0,0,1,0
0,15e4,26,0,0,0,0,0,0,24848,22726,11145,15690,17875,24590,14e3,5e3,5e3,7875,13e3,2e3,1,1,0,0,0,0,0,0,1,0
0,17e4,26,0,0,0,0,0,0,22680,13827,9522,10254,5520,6212,2e3,2e3,2e3,0,2e3,1320,1,1,0,0,0,0,0,0,1,0
0,1e5,27,0,0,0,0,0,0,42713,50270,22576,18247,22029,19540,1e4,1e4,1500,4e3,5e3,5e3,1,0,1,0,0,0,0,0,1,0
0,9e4,27,0,0,0,2,0,0,37026,40641,42142,35349,29790,26414,5e3,3611,199,208,0,2e3,1,1,0,0,0,0,0,0,1,0
0,19e4,27,0,0,0,0,0,0,97136,98767,101452,103471,104083,106359,4418,5452,5471,4083,4359,3697,1,0,1,0,0,0,0,0,1,0
0,5e4,28,0,0,2,2,0,0,56701,57421,54587,49571,50028,17159,5e3,2e3,0,1809,35082,2e3,1,0,1,0,0,0,0,1,0,0
0,26e4,28,-2,-2,-2,-2,-2,-2,-28,5735,693,1557,685,11625,5763,703,1564,688,11683,6997,1,1,0,0,0,0,0,0,1,0
0,23e4,29,-2,-1,2,-1,-1,-1,3764,10943,6588,4571,2526,5375,11142,1430,4571,2526,5375,3133,1,1,0,0,0,0,0,0,1,0
0,24e4,26,-1,0,-1,-1,-1,-1,28700,21944,12450,27255,6280,7619,1639,12450,28969,6280,7619,3e3,1,1,0,0,0,0,0,0,1,0
1,11e4,27,0,0,0,0,0,0,110553,108387,111427,111697,111956,111325,4e3,4800,4300,4300,4400,3874,1,1,0,0,0,0,0,0,1,0
0,6e4,27,1,-2,-2,-1,-1,-1,0,0,0,150,1179,778,0,0,150,1179,778,496,1,1,0,0,0,0,0,0,1,0
0,8e4,24,0,0,0,-1,-1,0,42377,32482,20782,11632,64989,62392,2008,1e3,11632,64989,1470,5027,1,1,0,0,0,0,0,0,1,0
1,5e4,29,2,2,2,2,0,0,48286,49286,50006,48846,45944,46925,2100,1800,0,1624,1700,3e3,1,0,1,0,0,0,0,0,1,0
0,5e4,27,0,0,0,2,0,0,42391,44689,48172,46937,48570,50144,3e3,4200,0,3e3,3800,0,1,0,1,0,0,0,0,0,1,0
1,4e4,27,-1,0,0,-1,-1,0,27025,32228,38904,4235,87230,72647,6e3,8040,4235,87230,3e3,1e4,1,1,0,0,0,0,0,0,1,0
0,9e4,24,0,0,-2,-1,-1,-2,3386,-63,0,1176,0,0,0,780,1176,0,0,0,1,0,1,0,0,0,0,0,1,0
0,7e4,25,0,0,0,0,2,2,35871,37174,37904,40651,39697,42253,1902,1632,3379,0,3200,0,1,1,0,0,0,0,0,0,1,0
0,3e4,26,0,0,0,0,2,0,20105,21419,22278,24423,19985,15021,1650,1506,2651,0,2044,550,1,0,1,0,0,0,0,1,0,0
0,17e4,27,-1,-1,-1,-1,-1,-1,272,272,272,755,759,602,272,272,755,759,602,2581,1,1,0,0,0,0,0,0,1,0
0,8e4,27,0,0,0,0,0,0,83120,51347,44878,42108,28316,29523,1764,1906,2e3,2e3,2e3,2e3,1,0,1,0,0,0,0,0,1,0
0,14e4,27,0,0,0,-1,-1,-1,16037,17066,21199,390,0,390,2e3,5e3,390,0,390,780,1,0,1,0,0,0,0,0,1,0
0,3e4,25,0,0,2,0,0,0,5293,8107,7738,10179,11902,13109,3e3,0,3e3,2e3,1500,1e3,1,0,1,0,0,0,0,0,1,0
1,4e4,25,0,0,0,0,0,0,26133,26896,27961,28995,29612,30434,1500,1500,1500,1100,1300,1200,1,0,1,0,0,0,0,0,1,0
0,5e4,26,1,-2,-2,-1,-1,-1,0,0,0,1363,0,1624,0,0,1363,0,1624,2349,1,1,0,0,0,0,0,0,1,0
0,6e4,27,1,-1,-1,-1,0,0,0,3947,5691,21001,17931,2439,3947,5691,21028,0,0,841,1,1,0,0,0,0,0,0,1,0
0,6e4,27,0,0,0,0,0,0,62321,61015,58160,51237,29999,28972,3e3,3016,5011,1005,1e3,14e3,1,1,0,0,0,0,0,0,1,0
0,24e4,29,0,0,0,-1,0,0,41923,21409,17833,194043,194991,192800,1779,1e3,194043,6530,7e3,7e3,1,1,0,0,0,0,0,1,0,0
0,31e4,28,0,0,0,0,0,0,176565,152037,166900,154297,146844,146883,25532,50120,3e4,2e4,5807,5800,1,1,0,0,0,0,0,0,1,0
0,2e4,28,0,0,0,-2,-2,-2,12031,13446,0,0,0,0,5e3,0,0,0,0,612,1,1,0,0,0,0,0,0,1,0
0,3e5,28,0,0,0,0,-1,-1,10291,19617,19326,10662,10162,10250,19326,1e4,1940,10200,10500,1e4,1,1,0,0,0,0,0,0,1,0
0,8e4,28,0,0,0,0,0,0,77391,78198,78840,79855,79488,80001,2784,2887,3402,2790,2867,2894,1,0,1,0,0,0,0,0,1,0
0,6e4,28,-1,-1,0,0,0,0,396,43902,44802,42984,38495,39038,87804,2e3,1567,1320,1500,2e3,1,0,0,1,0,0,0,0,1,0
0,9e4,24,0,0,0,0,0,-1,17584,18377,18496,11716,3163,30483,2e3,1300,2e3,67,30483,2905,1,0,0,0,0,1,0,0,1,0
0,15e4,25,-1,-1,-1,-1,-1,-1,8319,5056,2441,4471,2441,0,5056,2441,4471,2441,0,3987,1,1,0,0,0,0,0,1,0,0
0,9e4,25,0,0,0,0,0,0,25806,16919,17566,8718,6432,2655,1619,1266,1048,1032,1655,0,1,0,0,1,0,0,0,1,0,0
0,15e4,25,1,-2,-2,-2,-2,-1,0,0,0,0,0,9240,0,0,0,0,9240,0,1,1,0,0,0,0,0,0,1,0
0,15e4,24,0,0,0,0,0,0,52824,15214,16452,17281,18576,18783,4e3,2e3,2e3,2e3,2e3,3e3,1,1,0,0,0,0,0,0,1,0
0,21e4,25,0,0,0,0,0,0,66517,63828,60713,61949,61908,59914,3e3,2500,6259,5e3,3e3,5e3,1,1,0,0,0,0,0,0,1,0
1,14e4,28,-1,2,-1,-1,-1,-1,1953,1366,464,337,548,395,0,464,337,548,395,681,1,0,1,0,0,0,0,1,0,0
0,22e4,28,-1,-1,-1,-1,-1,-1,7468,5045,4944,7083,2495,8365,5045,4949,7083,2495,8365,5574,1,0,1,0,0,0,0,0,1,0
0,25e4,29,0,0,0,-1,-1,-1,227762,191424,18016,15353,325,325,35018,1e3,2e4,325,325,318,1,0,1,0,0,0,0,1,0,0
0,2e5,28,1,-1,-1,-1,-1,-1,0,2658,150,3570,2853,0,2658,150,3570,2853,0,0,1,0,1,0,0,0,0,1,0,0
0,5e4,29,1,2,2,2,0,0,22021,22334,21047,19925,20638,18803,1e3,2e3,1e3,1e3,1e3,1e3,1,0,1,0,0,0,0,0,1,0
0,5e4,29,0,0,0,0,-1,0,50148,50761,35777,7464,42705,43662,1840,1311,2e3,42705,1569,2822,1,0,0,1,0,0,0,0,1,0
0,23e4,29,-2,-2,-1,-1,-2,-2,20517,12883,10867,10100,3068,21064,12903,10880,10125,3076,21162,3224,1,1,0,0,0,0,0,0,1,0
0,5e4,29,1,2,0,0,0,0,26293,25492,19680,19271,19659,19915,0,1609,2e3,1e3,715,883,1,0,1,0,0,0,0,1,0,0
0,33e4,27,0,0,0,0,0,0,37587,39183,39305,40251,41683,38978,2e3,2e3,3e3,3e3,3e3,1500,1,1,0,0,0,0,0,0,1,0
0,9e4,27,-1,-1,-2,-2,-2,-2,3e3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,8e4,28,0,0,0,0,0,0,71126,71009,69504,68262,70547,73040,4e3,5002,4500,3e3,3e3,1e4,1,1,0,0,0,0,0,0,1,0
0,13e4,28,0,0,-1,0,0,0,131630,65325,2315,101035,82288,86788,3600,2315,1e5,3500,8e3,4e3,1,0,1,0,0,0,0,0,1,0
0,13e4,29,0,0,0,3,3,2,101650,106271,119728,121140,117767,115640,4621,15107,5e3,0,0,4200,1,1,0,0,0,0,0,0,1,0
1,24e4,27,-1,-1,-1,-1,-1,-1,2400,152,3250,2391,1182,321,152,3250,2391,1182,321,118,1,0,0,1,0,0,0,1,0,0
0,16e4,26,-1,-1,-1,0,0,0,2659,3859,10709,8677,4318,2659,3859,10709,1e3,100,1e3,2856,1,1,0,0,0,0,0,0,1,0
1,5e4,26,-1,-1,-1,-1,-1,-1,651,651,1072,1713,651,646,651,1072,1713,651,646,651,1,1,0,0,0,0,0,0,1,0
0,5e5,27,-1,0,-1,-1,-1,-2,17531,27016,10627,680,0,0,26588,10663,680,0,0,2360,1,1,0,0,0,0,0,0,1,0
0,1e5,23,0,0,0,0,0,0,10693,26226,18726,19225,18299,20056,22622,2326,1600,0,4e3,0,1,0,1,0,0,0,0,0,1,0
0,8e4,26,0,0,0,0,0,0,124224,124762,125778,128293,127839,128714,4574,4737,5753,5e3,4330,4341,1,1,0,0,0,0,0,0,1,0
0,19e4,28,0,0,2,0,0,0,7188,9521,9224,10262,13083,13372,2459,0,1200,3e3,500,510,1,1,0,0,0,0,0,0,1,0
0,9e4,28,0,0,0,0,0,0,41138,38755,38448,37612,36174,33769,2e3,1866,1347,1065,1041,1500,1,0,1,0,0,0,0,0,1,0
0,5e4,29,0,0,0,0,0,0,8838,7662,40125,37552,22960,14735,6540,37130,2858,3e3,1e3,5e3,1,1,0,0,0,0,0,0,1,0
0,8e4,29,0,0,2,2,2,2,49196,54033,52595,56709,55201,69270,6292,0,5e3,0,15e3,2600,1,0,1,0,0,0,0,0,1,0
0,12e4,29,-1,-1,-2,-1,0,0,1450,0,0,1187,1187,1187,0,0,1187,0,0,0,1,0,1,0,0,0,0,0,1,0
